range
10000
2000000
10000	20000	30000	40000	50000	60000	70000	80000	90000	100000	110000	120000	130000	140000	150000	160000	170000	180000	190000	200000	210000	220000	230000	240000	250000	260000	270000	280000	290000	300000	310000	320000	330000	340000	350000	360000	370000	380000	390000	400000	410000	420000	430000	440000	450000	460000	470000	480000	490000	500000	510000	520000	530000	540000	550000	560000	570000	580000	590000	600000	610000	620000	630000	640000	650000	660000	670000	680000	690000	700000	710000	720000	730000	740000	750000	760000	770000	780000	790000	800000	810000	820000	830000	840000	850000	860000	870000	880000	890000	900000	910000	920000	930000	940000	950000	960000	970000	980000	990000	1000000	1010000	1020000	1030000	1040000	1050000	1060000	1070000	1080000	1090000	1100000	1110000	1120000	1130000	1140000	1150000	1160000	1170000	1180000	1190000	1200000	1210000	1220000	1230000	1240000	1250000	1260000	1270000	1280000	1290000	1300000	1310000	1320000	1330000	1340000	1350000	1360000	1370000	1380000	1390000	1400000	1410000	1420000	1430000	1440000	1450000	1460000	1470000	1480000	1490000	1500000	1510000	1520000	1530000	1540000	1550000	1560000	1570000	1580000	1590000	1600000	1610000	1620000	1630000	1640000	1650000	1660000	1670000	1680000	1690000	1700000	1710000	1720000	1730000	1740000	1750000	1760000	1770000	1780000	1790000	1800000	1810000	1820000	1830000	1840000	1850000	1860000	1870000	1880000	1890000	1900000	1910000	1920000	1930000	1940000	1950000	1960000	1970000	1980000	1990000	2000000	------------------
Total Memory: 62,914,560
 Free Memory: 60,817,408
 Max Memory: 1,006,632,960
 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Arrays.parallelSort            | 	 / 1      | 	 50,000       | 	 47           | 	 0            | 	 46,770,000   | 	 0          
 Linked Hashmap                 | 	 / 1      | 	 50,000       | 	 52           | 	 0            | 	 52,181,000   | 	 -27,039,232 
 Stream + parallel + sort       | 	 / 1      | 	 50,000       | 	 71           | 	 0            | 	 71,309,000   | 	 2,097,152  
 merge sort                     | 	 / 1      | 	 60,000       | 	 22           | 	 0            | 	 21,867,000   | 	 0          
 Arrays.sort                    | 	 / 1      | 	 60,000       | 	 124          | 	 0            | 	 123,922,000  | 	 0          
 Arrays.parallelSort            | 	 / 1      | 	 60,000       | 	 71           | 	 0            | 	 70,634,000   | 	 0          
 Linked Hashmap                 | 	 / 1      | 	 60,000       | 	 20           | 	 0            | 	 20,790,000   | 	 5,765,120  
 Stream + parallel + sort       | 	 / 1      | 	 60,000       | 	 72           | 	 0            | 	 71,820,000   | 	 2,097,152  
 merge sort                     | 	 / 1      | 	 70,000       | 	 27           | 	 0            | 	 26,595,000   | 	 280,024    
 Arrays.sort                    | 	 / 1      | 	 70,000       | 	 119          | 	 0            | 	 118,891,000  | 	 369,440    
 Arrays.parallelSort            | 	 / 1      | 	 70,000       | 	 80           | 	 0            | 	 79,580,000   | 	 705,800    
 Linked Hashmap                 | 	 / 1      | 	 70,000       | 	 29           | 	 0            | 	 29,050,000   | 	 6,813,696  
 Stream + parallel + sort       | 	 / 1      | 	 70,000       | 	 57           | 	 0            | 	 56,038,000   | 	 2,077,048  
 merge sort                     | 	 / 1      | 	 80,000       | 	 25           | 	 0            | 	 25,459,000   | 	 0          
 Arrays.sort                    | 	 / 1      | 	 80,000       | 	 142          | 	 0            | 	 142,139,000  | 	 -18,903,216 
 Arrays.parallelSort            | 	 / 1      | 	 80,000       | 	 69           | 	 0            | 	 68,638,000   | 	 537,544    
 Linked Hashmap                 | 	 / 1      | 	 80,000       | 	 31           | 	 0            | 	 30,755,000   | 	 7,340,032  
 Stream + parallel + sort       | 	 / 1      | 	 80,000       | 	 50           | 	 0            | 	 49,337,000   | 	 2,690,512  
 merge sort                     | 	 / 1      | 	 90,000       | 	 39           | 	 0            | 	 39,505,000   | 	 360,024    
 Arrays.sort                    | 	 / 1      | 	 90,000       | 	 71           | 	 0            | 	 70,323,000   | 	 376,656    
 Arrays.parallelSort            | 	 / 1      | 	 90,000       | 	 23           | 	 0            | 	 22,924,000   | 	 522,240    
 Linked Hashmap                 | 	 / 1      | 	 90,000       | 	 26           | 	 0            | 	 25,511,000   | 	 7,866,368  
 Stream + parallel + sort       | 	 / 1      | 	 90,000       | 	 46           | 	 0            | 	 46,704,000   | 	 2,992,064  
 merge sort                     | 	 / 1      | 	 100,000      | 	 39           | 	 0            | 	 39,455,000   | 	 400,024    
 Arrays.sort                    | 	 / 1      | 	 100,000      | 	 46           | 	 0            | 	 45,624,000   | 	 331,104    
 Arrays.parallelSort            | 	 / 1      | 	 100,000      | 	 15           | 	 0            | 	 15,125,000   | 	 527,048    
 Linked Hashmap                 | 	 / 1      | 	 100,000      | 	 22           | 	 0            | 	 21,265,000   | 	 11,008,000 
 Stream + parallel + sort       | 	 / 1      | 	 100,000      | 	 36           | 	 0            | 	 35,820,000   | 	 3,313,600  
 merge sort                     | 	 / 1      | 	 110,000      | 	 29           | 	 0            | 	 28,448,000   | 	 524,288    
 Arrays.sort                    | 	 / 1      | 	 110,000      | 	 66           | 	 0            | 	 66,547,000   | 	 220,016    
 Arrays.parallelSort            | 	 / 1      | 	 110,000      | 	 15           | 	 0            | 	 15,518,000   | 	 82,560     
 Linked Hashmap                 | 	 / 1      | 	 110,000      | 	 59           | 	 0            | 	 59,017,000   | 	 -3,676,664 
 Stream + parallel + sort       | 	 / 1      | 	 110,000      | 	 31           | 	 0            | 	 30,991,000   | 	 4,368,184  
 merge sort                     | 	 / 1      | 	 120,000      | 	 39           | 	 0            | 	 39,073,000   | 	 -38,317,288 
 Arrays.sort                    | 	 / 1      | 	 120,000      | 	 38           | 	 0            | 	 38,028,000   | 	 371,104    
 Arrays.parallelSort            | 	 / 1      | 	 120,000      | 	 22           | 	 0            | 	 21,794,000   | 	 561,616    
 Linked Hashmap                 | 	 / 1      | 	 120,000      | 	 33           | 	 0            | 	 33,314,000   | 	 12,060,672 
 Stream + parallel + sort       | 	 / 1      | 	 120,000      | 	 40           | 	 0            | 	 39,975,000   | 	 4,366,648  
 merge sort                     | 	 / 1      | 	 130,000      | 	 33           | 	 0            | 	 33,138,000   | 	 520,024    
 Arrays.sort                    | 	 / 1      | 	 130,000      | 	 41           | 	 0            | 	 41,042,000   | 	 589,840    
 Arrays.parallelSort            | 	 / 1      | 	 130,000      | 	 20           | 	 0            | 	 19,998,000   | 	 641,192    
 Linked Hashmap                 | 	 / 1      | 	 130,000      | 	 40           | 	 0            | 	 40,123,000   | 	 13,109,248 
 Stream + parallel + sort       | 	 / 1      | 	 130,000      | 	 31           | 	 0            | 	 30,964,000   | 	 4,599,952  
 merge sort                     | 	 / 1      | 	 140,000      | 	 54           | 	 0            | 	 53,847,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 140,000      | 	 91           | 	 0            | 	 91,035,000   | 	 738,816    
 Arrays.parallelSort            | 	 / 1      | 	 140,000      | 	 36           | 	 0            | 	 35,331,000   | 	 1,153,496  
 Linked Hashmap                 | 	 / 1      | 	 140,000      | 	 39           | 	 0            | 	 39,106,000   | 	 13,631,488 
 Stream + parallel + sort       | 	 / 1      | 	 140,000      | 	 44           | 	 0            | 	 44,206,000   | 	 6,306,560  
 merge sort                     | 	 / 1      | 	 150,000      | 	 58           | 	 0            | 	 57,719,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 150,000      | 	 51           | 	 0            | 	 51,050,000   | 	 562,176    
 Arrays.parallelSort            | 	 / 1      | 	 150,000      | 	 31           | 	 0            | 	 31,766,000   | 	 1,048,576  
 Linked Hashmap                 | 	 / 1      | 	 150,000      | 	 39           | 	 0            | 	 39,713,000   | 	 14,680,064 
 Stream + parallel + sort       | 	 / 1      | 	 150,000      | 	 54           | 	 0            | 	 54,080,000   | 	 6,576,368  
 merge sort                     | 	 / 1      | 	 160,000      | 	 64           | 	 0            | 	 64,659,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 160,000      | 	 59           | 	 0            | 	 58,955,000   | 	 842,256    
 Arrays.parallelSort            | 	 / 1      | 	 160,000      | 	 30           | 	 0            | 	 30,495,000   | 	 1,048,576  
 Linked Hashmap                 | 	 / 1      | 	 160,000      | 	 40           | 	 0            | 	 39,638,000   | 	 15,202,304 
 Stream + parallel + sort       | 	 / 1      | 	 160,000      | 	 229          | 	 0            | 	 228,385,000  | 	 -19,941,936 
 merge sort                     | 	 / 1      | 	 170,000      | 	 70           | 	 0            | 	 63,493,000   | 	 -125,304,832 
 Arrays.sort                    | 	 / 1      | 	 170,000      | 	 84           | 	 0            | 	 83,812,000   | 	 798,816    
 Arrays.parallelSort            | 	 / 1      | 	 170,000      | 	 34           | 	 0            | 	 33,738,000   | 	 1,147,248  
 Linked Hashmap                 | 	 / 1      | 	 170,000      | 	 39           | 	 0            | 	 38,694,000   | 	 15,728,640 
 Stream + parallel + sort       | 	 / 1      | 	 170,000      | 	 49           | 	 0            | 	 48,341,000   | 	 6,943,648  
 merge sort                     | 	 / 1      | 	 180,000      | 	 63           | 	 0            | 	 63,386,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 180,000      | 	 56           | 	 0            | 	 56,494,000   | 	 818,816    
 Arrays.parallelSort            | 	 / 1      | 	 180,000      | 	 33           | 	 0            | 	 32,886,000   | 	 1,182,504  
 Linked Hashmap                 | 	 / 1      | 	 180,000      | 	 43           | 	 0            | 	 43,150,000   | 	 16,777,216 
 Stream + parallel + sort       | 	 / 1      | 	 180,000      | 	 51           | 	 0            | 	 50,750,000   | 	 7,062,448  
 merge sort                     | 	 / 1      | 	 190,000      | 	 70           | 	 0            | 	 69,580,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 190,000      | 	 63           | 	 0            | 	 62,664,000   | 	 902,256    
 Arrays.parallelSort            | 	 / 1      | 	 190,000      | 	 38           | 	 0            | 	 37,419,000   | 	 1,050,624  
 Linked Hashmap                 | 	 / 1      | 	 190,000      | 	 42           | 	 0            | 	 42,113,000   | 	 17,825,792 
 Stream + parallel + sort       | 	 / 1      | 	 190,000      | 	 53           | 	 0            | 	 53,063,000   | 	 7,474,120  
 merge sort                     | 	 / 1      | 	 200,000      | 	 77           | 	 0            | 	 76,617,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 200,000      | 	 64           | 	 0            | 	 64,160,000   | 	 922,256    
 Arrays.parallelSort            | 	 / 1      | 	 200,000      | 	 36           | 	 0            | 	 36,614,000   | 	 1,077,224  
 Linked Hashmap                 | 	 / 1      | 	 200,000      | 	 56           | 	 0            | 	 55,903,000   | 	 20,971,520 
 Stream + parallel + sort       | 	 / 1      | 	 200,000      | 	 76           | 	 0            | 	 76,602,000   | 	 7,812,544  
 merge sort                     | 	 / 1      | 	 210,000      | 	 80           | 	 0            | 	 79,645,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 210,000      | 	 67           | 	 0            | 	 67,204,000   | 	 813,264    
 Arrays.parallelSort            | 	 / 1      | 	 210,000      | 	 38           | 	 0            | 	 38,533,000   | 	 1,048,576  
 Linked Hashmap                 | 	 / 1      | 	 210,000      | 	 70           | 	 0            | 	 70,265,000   | 	 21,497,856 
 Stream + parallel + sort       | 	 / 1      | 	 210,000      | 	 63           | 	 0            | 	 63,208,000   | 	 8,027,448  
 merge sort                     | 	 / 1      | 	 220,000      | 	 85           | 	 0            | 	 85,644,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 220,000      | 	 76           | 	 0            | 	 76,148,000   | 	 702,176    
 Arrays.parallelSort            | 	 / 1      | 	 220,000      | 	 60           | 	 0            | 	 59,486,000   | 	 1,167,416  
 Linked Hashmap                 | 	 / 1      | 	 220,000      | 	 69           | 	 0            | 	 69,048,000   | 	 22,542,336 
 Stream + parallel + sort       | 	 / 1      | 	 220,000      | 	 68           | 	 0            | 	 67,868,000   | 	 8,572,432  
 merge sort                     | 	 / 1      | 	 230,000      | 	 87           | 	 0            | 	 87,161,000   | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 230,000      | 	 93           | 	 0            | 	 92,916,000   | 	 918,816    
 Arrays.parallelSort            | 	 / 1      | 	 230,000      | 	 141          | 	 0            | 	 140,843,000  | 	 -334,390,336 
 Linked Hashmap                 | 	 / 1      | 	 230,000      | 	 75           | 	 0            | 	 75,115,000   | 	 23,068,672 
 Stream + parallel + sort       | 	 / 1      | 	 230,000      | 	 73           | 	 0            | 	 72,761,000   | 	 8,843,592  
 merge sort                     | 	 / 1      | 	 240,000      | 	 94           | 	 0            | 	 93,849,000   | 	 1,570,816  
 Arrays.sort                    | 	 / 1      | 	 240,000      | 	 124          | 	 0            | 	 123,964,000  | 	 1,002,256  
 Arrays.parallelSort            | 	 / 1      | 	 240,000      | 	 48           | 	 0            | 	 48,188,000   | 	 1,165,776  
 Linked Hashmap                 | 	 / 1      | 	 240,000      | 	 61           | 	 0            | 	 60,770,000   | 	 24,117,248 
 Stream + parallel + sort       | 	 / 1      | 	 240,000      | 	 66           | 	 0            | 	 66,146,000   | 	 8,651,392  
 merge sort                     | 	 / 1      | 	 250,000      | 	 113          | 	 0            | 	 112,696,000  | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 250,000      | 	 82           | 	 0            | 	 82,783,000   | 	 893,264    
 Arrays.parallelSort            | 	 / 1      | 	 250,000      | 	 43           | 	 0            | 	 42,558,000   | 	 1,182,776  
 Linked Hashmap                 | 	 / 1      | 	 250,000      | 	 73           | 	 0            | 	 73,310,000   | 	 24,639,488 
 Stream + parallel + sort       | 	 / 1      | 	 250,000      | 	 232          | 	 0            | 	 231,431,000  | 	 -6,815,744 
 merge sort                     | 	 / 1      | 	 260,000      | 	 102          | 	 0            | 	 101,448,000  | 	 1,048,576  
 Arrays.sort                    | 	 / 1      | 	 260,000      | 	 84           | 	 0            | 	 84,875,000   | 	 782,176    
 Arrays.parallelSort            | 	 / 1      | 	 260,000      | 	 51           | 	 0            | 	 51,446,000   | 	 1,074,616  
 Linked Hashmap                 | 	 / 1      | 	 260,000      | 	 72           | 	 0            | 	 72,016,000   | 	 25,692,160 
 Stream + parallel + sort       | 	 / 1      | 	 260,000      | 	 76           | 	 0            | 	 76,686,000   | 	 9,849,032  
 merge sort                     | 	 / 1      | 	 270,000      | 	 104          | 	 0            | 	 104,457,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 270,000      | 	 94           | 	 0            | 	 93,322,000   | 	 1,441,824  
 Arrays.parallelSort            | 	 / 1      | 	 270,000      | 	 47           | 	 0            | 	 46,294,000   | 	 2,097,152  
 Linked Hashmap                 | 	 / 1      | 	 270,000      | 	 311          | 	 0            | 	 310,960,000  | 	 6,291,456  
 Stream + parallel + sort       | 	 / 1      | 	 270,000      | 	 75           | 	 0            | 	 75,523,000   | 	 12,055,816 
 merge sort                     | 	 / 1      | 	 280,000      | 	 108          | 	 0            | 	 107,784,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 280,000      | 	 107          | 	 0            | 	 106,984,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 280,000      | 	 50           | 	 0            | 	 50,129,000   | 	 -354,306,632 
 Linked Hashmap                 | 	 / 1      | 	 280,000      | 	 73           | 	 0            | 	 73,688,000   | 	 27,262,976 
 Stream + parallel + sort       | 	 / 1      | 	 280,000      | 	 212          | 	 0            | 	 211,218,000  | 	 1,046,528  
 merge sort                     | 	 / 1      | 	 290,000      | 	 115          | 	 0            | 	 114,940,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 290,000      | 	 96           | 	 0            | 	 96,544,000   | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 290,000      | 	 53           | 	 0            | 	 52,374,000   | 	 2,136,280  
 Linked Hashmap                 | 	 / 1      | 	 290,000      | 	 239          | 	 0            | 	 238,327,000  | 	 17,303,552 
 Stream + parallel + sort       | 	 / 1      | 	 290,000      | 	 85           | 	 0            | 	 85,121,000   | 	 12,354,416 
 merge sort                     | 	 / 1      | 	 300,000      | 	 115          | 	 0            | 	 115,074,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 300,000      | 	 130          | 	 0            | 	 129,585,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 300,000      | 	 69           | 	 0            | 	 68,895,000   | 	 2,210,536  
 Linked Hashmap                 | 	 / 1      | 	 300,000      | 	 78           | 	 0            | 	 77,931,000   | 	 28,837,888 
 Stream + parallel + sort       | 	 / 1      | 	 300,000      | 	 81           | 	 0            | 	 81,401,000   | 	 12,427,744 
 merge sort                     | 	 / 1      | 	 310,000      | 	 134          | 	 0            | 	 134,014,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 310,000      | 	 110          | 	 0            | 	 109,549,000  | 	 2,883,600  
 Arrays.parallelSort            | 	 / 1      | 	 310,000      | 	 54           | 	 0            | 	 54,607,000   | 	 2,229,504  
 Linked Hashmap                 | 	 / 1      | 	 310,000      | 	 231          | 	 0            | 	 231,366,000  | 	 19,922,944 
 Stream + parallel + sort       | 	 / 1      | 	 310,000      | 	 98           | 	 0            | 	 97,889,000   | 	 13,419,200 
 merge sort                     | 	 / 1      | 	 320,000      | 	 124          | 	 0            | 	 123,499,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 320,000      | 	 283          | 	 0            | 	 282,436,000  | 	 -402,128,896 
 Arrays.parallelSort            | 	 / 1      | 	 320,000      | 	 62           | 	 0            | 	 62,486,000   | 	 2,227,696  
 Linked Hashmap                 | 	 / 1      | 	 320,000      | 	 80           | 	 0            | 	 79,628,000   | 	 29,886,464 
 Stream + parallel + sort       | 	 / 1      | 	 320,000      | 	 212          | 	 0            | 	 212,153,000  | 	 -7,262,680 
 merge sort                     | 	 / 1      | 	 330,000      | 	 132          | 	 0            | 	 132,080,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 330,000      | 	 112          | 	 0            | 	 112,282,000  | 	 2,490,400  
 Arrays.parallelSort            | 	 / 1      | 	 330,000      | 	 58           | 	 0            | 	 58,480,000   | 	 2,145,480  
 Linked Hashmap                 | 	 / 1      | 	 330,000      | 	 259          | 	 0            | 	 258,610,000  | 	 19,400,704 
 Stream + parallel + sort       | 	 / 1      | 	 330,000      | 	 96           | 	 0            | 	 95,784,000   | 	 13,552,432 
 merge sort                     | 	 / 1      | 	 340,000      | 	 133          | 	 0            | 	 132,839,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 340,000      | 	 113          | 	 0            | 	 113,583,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 340,000      | 	 65           | 	 0            | 	 65,682,000   | 	 2,097,152  
 Linked Hashmap                 | 	 / 1      | 	 340,000      | 	 84           | 	 0            | 	 84,581,000   | 	 31,457,280 
 Stream + parallel + sort       | 	 / 1      | 	 340,000      | 	 96           | 	 0            | 	 95,572,000   | 	 13,631,072 
 merge sort                     | 	 / 1      | 	 350,000      | 	 154          | 	 0            | 	 153,858,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 350,000      | 	 119          | 	 0            | 	 118,998,000  | 	 2,619,392  
 Arrays.parallelSort            | 	 / 1      | 	 350,000      | 	 91           | 	 0            | 	 91,489,000   | 	 2,238,024  
 Linked Hashmap                 | 	 / 1      | 	 350,000      | 	 272          | 	 0            | 	 271,290,000  | 	 21,493,760 
 Stream + parallel + sort       | 	 / 1      | 	 350,000      | 	 162          | 	 0            | 	 162,232,000  | 	 -343,326,752 
 merge sort                     | 	 / 1      | 	 360,000      | 	 145          | 	 0            | 	 144,790,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 360,000      | 	 125          | 	 0            | 	 124,940,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 360,000      | 	 72           | 	 0            | 	 72,539,000   | 	 2,101,904  
 Linked Hashmap                 | 	 / 1      | 	 360,000      | 	 109          | 	 0            | 	 108,967,000  | 	 32,505,856 
 Stream + parallel + sort       | 	 / 1      | 	 360,000      | 	 113          | 	 0            | 	 113,131,000  | 	 14,291,712 
 merge sort                     | 	 / 1      | 	 370,000      | 	 150          | 	 0            | 	 149,269,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 370,000      | 	 151          | 	 0            | 	 151,602,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 370,000      | 	 69           | 	 0            | 	 68,951,000   | 	 2,277,424  
 Linked Hashmap                 | 	 / 1      | 	 370,000      | 	 78           | 	 0            | 	 77,833,000   | 	 33,028,096 
 Stream + parallel + sort       | 	 / 1      | 	 370,000      | 	 125          | 	 0            | 	 125,075,000  | 	 14,475,344 
 merge sort                     | 	 / 1      | 	 380,000      | 	 154          | 	 0            | 	 154,203,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 380,000      | 	 132          | 	 0            | 	 131,541,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 380,000      | 	 71           | 	 0            | 	 71,200,000   | 	 2,103,904  
 Linked Hashmap                 | 	 / 1      | 	 380,000      | 	 88           | 	 0            | 	 87,908,000   | 	 34,080,768 
 Stream + parallel + sort       | 	 / 1      | 	 380,000      | 	 143          | 	 0            | 	 143,738,000  | 	 15,633,752 
 merge sort                     | 	 / 1      | 	 390,000      | 	 157          | 	 0            | 	 156,760,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 390,000      | 	 142          | 	 0            | 	 141,746,000  | 	 2,454,792  
 Arrays.parallelSort            | 	 / 1      | 	 390,000      | 	 269          | 	 0            | 	 269,600,000  | 	 -16,612,072 
 Linked Hashmap                 | 	 / 1      | 	 390,000      | 	 85           | 	 0            | 	 85,179,000   | 	 34,603,008 
 Stream + parallel + sort       | 	 / 1      | 	 390,000      | 	 286          | 	 0            | 	 285,954,000  | 	 4,478,392  
 merge sort                     | 	 / 1      | 	 400,000      | 	 175          | 	 0            | 	 175,191,000  | 	 2,621,440  
 Arrays.sort                    | 	 / 1      | 	 400,000      | 	 141          | 	 0            | 	 141,019,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 400,000      | 	 146          | 	 0            | 	 145,771,000  | 	 -516,799,504 
 Linked Hashmap                 | 	 / 1      | 	 400,000      | 	 271          | 	 0            | 	 270,612,000  | 	 28,835,840 
 Stream + parallel + sort       | 	 / 1      | 	 400,000      | 	 114          | 	 0            | 	 114,109,000  | 	 15,709,312 
 merge sort                     | 	 / 1      | 	 410,000      | 	 165          | 	 0            | 	 165,642,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 410,000      | 	 166          | 	 0            | 	 166,287,000  | 	 2,637,840  
 Arrays.parallelSort            | 	 / 1      | 	 410,000      | 	 82           | 	 0            | 	 82,048,000   | 	 2,229,760  
 Linked Hashmap                 | 	 / 1      | 	 410,000      | 	 342          | 	 0            | 	 342,332,000  | 	 25,692,160 
 Stream + parallel + sort       | 	 / 1      | 	 410,000      | 	 262          | 	 0            | 	 261,205,000  | 	 7,337,984  
 merge sort                     | 	 / 1      | 	 420,000      | 	 208          | 	 0            | 	 207,456,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 420,000      | 	 155          | 	 0            | 	 155,419,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 420,000      | 	 140          | 	 0            | 	 140,244,000  | 	 2,227,304  
 Linked Hashmap                 | 	 / 1      | 	 420,000      | 	 135          | 	 0            | 	 135,266,000  | 	 42,469,376 
